,Unnamed: 0,method_str,masked_method,method_name,prediction,prediction_scores,prediction_weighted_score,c2v_pred,c2v_prediction_scores,c2v_prediction_weighted_score
1501,1501,"public String nameWithoutExtension() {String name = file.getName();int dotIndex = name.lastIndexOf('.');if (dotIndex == -1)return name;return name.substring(0, dotIndex);}
","public String [MASK]() {String name = file.getName();int dotIndex = name.lastIndexOf('.');if (dotIndex == -1)return name;return name.substring(0, dotIndex);}
",nameWithoutExtension,"[{'value': ['name'], 'probability': 0.5613270401954651}, {'value': ['file'], 'probability': 0.24575237929821014}, {'value': ['list'], 'probability': 0.019260400906205177}, {'value': ['get'], 'probability': 0.018336351960897446}, {'value': ['format'], 'probability': 0.017995882779359818}]","[1.0, 0.43682152, 0.6043024, 0.47842693, 0.39127535]",0.6961300246614408,"[{'value': ['get', 'name', 'without', 'extension'], 'probability': 0.5470868349075317}, {'value': ['get', 'top', 'level', 'type', 'name'], 'probability': 0.17564262449741364}, {'value': ['get', 'file', 'extension'], 'probability': 0.12362930178642273}, {'value': ['get', 'base', 'name'], 'probability': 0.09099558740854263}, {'value': ['get', 'file', 'base', 'name'], 'probability': 0.021279439330101013}, {'value': ['get', 'short', 'class', 'name'], 'probability': 0.010370711795985699}, {'value': ['get', 'base', 'file', 'name'], 'probability': 0.008578342385590076}, {'value': ['get', 'filename'], 'probability': 0.008447489701211452}, {'value': ['strip', 'extension'], 'probability': 0.007954450324177742}, {'value': ['get', 'package', 'name'], 'probability': 0.0060152411460876465}]","[0.76652956, 0.7255245, 0.5622743, 0.7715695, 0.7530204, 0.76961017, 0.7530204, 0.4335946, 0.44225764, 0.74617445]",0.7286483027597621
1502,1502,"public FileType type() {return type;}
","public FileType [MASK]() {return [MASK];}
",type,"[{'value': ['get'], 'probability': 0.14254893362522125}, {'value': ['type'], 'probability': 0.11530650407075882}, {'value': ['name'], 'probability': 0.046842604875564575}, {'value': ['resolve'], 'probability': 0.039725467562675476}, {'value': ['create'], 'probability': 0.030556125566363335}]","[0.4339052, 1.0, 0.55197513, 0.17348358, 0.44387552]",0.2234700151075195,"[{'value': ['get', 'type'], 'probability': 0.5804665684700012}, {'value': ['get', 'file', 'type'], 'probability': 0.38264623284339905}, {'value': ['type'], 'probability': 0.02036474458873272}, {'value': ['get', 'content', 'type'], 'probability': 0.013356136158108711}, {'value': ['get', 'descriptor', 'for', 'type'], 'probability': 0.0007752784295007586}, {'value': ['get', 'value', 'type'], 'probability': 0.0006775622023269534}, {'value': ['get', 'filetype'], 'probability': 0.0005189375369809568}, {'value': ['get', 'node', 'type'], 'probability': 0.00040844641625881195}, {'value': ['result', 'type'], 'probability': 0.00040172075387090445}, {'value': ['get', 'supported', 'types'], 'probability': 0.0003843477461487055}]","[0.8390036, 0.78532577, 1.0, 0.77967215, 0.778862, 0.788276, 0.4339052, 0.8055384, 0.8919238, 0.6858216]",0.8206076682408582
1503,1503,"public File file() {return file;}
","public File [MASK]() {return [MASK];}
",file,"[{'value': ['file'], 'probability': 0.20822329819202423}, {'value': ['get'], 'probability': 0.12481720745563507}, {'value': ['create'], 'probability': 0.0645470917224884}, {'value': ['open'], 'probability': 0.05325940251350403}, {'value': ['list'], 'probability': 0.03377273306250572}]","[1.0, 0.42834386, 0.41592604, 0.36890668, 0.5099259]",0.3254041396718545,"[{'value': ['get', 'file'], 'probability': 0.9012850522994995}, {'value': ['get', 'read', 'file'], 'probability': 0.08217974752187729}, {'value': ['file'], 'probability': 0.012179659679532051}, {'value': ['get', 'source', 'file'], 'probability': 0.0009147428791038692}, {'value': ['get', 'input', 'file'], 'probability': 0.0007717179250903428}, {'value': ['get', 'selected', 'file'], 'probability': 0.0006822276627644897}, {'value': ['get', 'local', 'file'], 'probability': 0.0006327296141535044}, {'value': ['as', 'file'], 'probability': 0.0005669561214745045}, {'value': ['get', 'output', 'file'], 'probability': 0.0004272990336176008}, {'value': ['get', 'jar'], 'probability': 0.0003598119074013084}]","[0.83937496, 0.78426975, 1.0, 0.7886994, 0.7993147, 0.77356756, 0.7539285, 0.81911075, 0.72568864, 0.43738577]",0.8364218016817346
1504,1504,"public Reader reader() {return new InputStreamReader(read());}
","public Reader [MASK]() {return new InputStreamReader(read());}
",reader,"[{'value': ['read'], 'probability': 0.9579318165779114}, {'value': ['write'], 'probability': 0.010635127313435078}, {'value': ['reader'], 'probability': 0.007581782061606646}, {'value': ['get'], 'probability': 0.0034582996740937233}, {'value': ['stream'], 'probability': 0.0008903095149435103}]","[0.6417301, 0.56378824, 1.0, 0.41175136, 0.34291154]",0.6300407076361427,"[{'value': ['read'], 'probability': 0.5152106881141663}, {'value': ['get', 'reader'], 'probability': 0.31313905119895935}, {'value': ['reader'], 'probability': 0.07918316125869751}, {'value': ['get', 'character', 'stream'], 'probability': 0.03378394618630409}, {'value': ['as', 'reader'], 'probability': 0.022671129554510117}, {'value': ['get', 'reader', 'for', 'text'], 'probability': 0.022241663187742233}, {'value': ['get', 'data', 'stream'], 'probability': 0.005516008473932743}, {'value': ['get', 'iterator'], 'probability': 0.005410051438957453}, {'value': ['get', 'delegate'], 'probability': 0.0014969524927437305}, {'value': ['open', 'reader'], 'probability': 0.0013473581057041883}]","[0.6417301, 0.81676847, 1.0, 0.56353766, 0.8075334, 0.723134, 0.5076881, 0.4025294, 0.3298782, 0.776591]",0.7255196693801567
1505,1505,"public Reader reader(String charset) {try {return new InputStreamReader(read(), charset);} catch (UnsupportedEncodingException ex) {throw new RuntimeException(""Error reading file: "" + this, ex);}}
","public Reader [MASK](String charset) {try {return new InputStreamReader(read(), charset);} catch (UnsupportedEncodingException ex) {throw new RuntimeException(""Error reading file: "" + this, ex);}}
",reader,"[{'value': ['read'], 'probability': 0.9237431883811951}, {'value': ['write'], 'probability': 0.04795624315738678}, {'value': ['load'], 'probability': 0.0029958446975797415}, {'value': ['get'], 'probability': 0.0014916337095201015}, {'value': ['accept'], 'probability': 0.0012431939831003547}]","[0.6417301, 0.56378824, 0.25427768, 0.41175136, 0.28222954]",0.621557826508468,"[{'value': ['read'], 'probability': 0.9523651003837585}, {'value': ['read', 'string'], 'probability': 0.017086051404476166}, {'value': ['reader'], 'probability': 0.010348941199481487}, {'value': ['get', 'contents'], 'probability': 0.007307476829737425}, {'value': ['read', 'file'], 'probability': 0.0028863854240626097}, {'value': ['get', 'reader'], 'probability': 0.0024202270433306694}, {'value': ['decode'], 'probability': 0.002407531253993511}, {'value': ['do', 'read'], 'probability': 0.0021141688339412212}, {'value': ['read', 'first', 'line'], 'probability': 0.0015345668653026223}, {'value': ['read', 'from'], 'probability': 0.0015295494813472033}]","[0.6417301, 0.47249037, 1.0, 0.47952777, 0.6396428, 0.81676847, 0.17141311, 0.5422174, 0.5336189, 0.535684]",0.640107696532427
1506,1506,"public BufferedReader reader(int bufferSize) {return new BufferedReader(new InputStreamReader(read()), bufferSize);}
","public BufferedReader [MASK](int bufferSize) {return new BufferedReader(new InputStreamReader(read()), bufferSize);}
",reader,"[{'value': ['read'], 'probability': 0.8198707699775696}, {'value': ['write'], 'probability': 0.07211007177829742}, {'value': ['get'], 'probability': 0.0076315985061228275}, {'value': ['load'], 'probability': 0.006329865660518408}, {'value': ['run'], 'probability': 0.004632388707250357}]","[0.6417301, 0.56378824, 0.41175136, 0.25427768, 0.18598863]",0.572404021922429,"[{'value': ['reader'], 'probability': 0.542687177658081}, {'value': ['create', 'buffered', 'reader'], 'probability': 0.2262955904006958}, {'value': ['buffer', 'size'], 'probability': 0.050202399492263794}, {'value': ['get', 'reader'], 'probability': 0.046542853116989136}, {'value': ['buffer'], 'probability': 0.0438905730843544}, {'value': ['open'], 'probability': 0.028411434963345528}, {'value': ['to', 'reader'], 'probability': 0.017288701608777046}, {'value': ['read', 'buffer'], 'probability': 0.016388826072216034}, {'value': ['copy'], 'probability': 0.015310808084905148}, {'value': ['get', 'buffered', 'reader'], 'probability': 0.012981677427887917}]","[1.0, 0.74860054, 0.24089338, 0.81676847, 0.061091073, 0.32203922, 0.76987064, 0.47322068, 0.55863863, 0.77679986]",0.8137342272701519
1507,1507,"public BufferedReader reader(int bufferSize, String charset) {try {return new BufferedReader(new InputStreamReader(read(), charset), bufferSize);} catch (UnsupportedEncodingException ex) {throw new RuntimeException(""Error reading file: "" + this, ex);}}
","public BufferedReader [MASK](int bufferSize, String charset) {try {return new BufferedReader(new InputStreamReader(read(), charset), bufferSize);} catch (UnsupportedEncodingException ex) {throw new RuntimeException(""Error reading file: "" + this, ex);}}
",reader,"[{'value': ['read'], 'probability': 0.8439292907714844}, {'value': ['write'], 'probability': 0.0766264796257019}, {'value': ['load'], 'probability': 0.004173328168690205}, {'value': ['create'], 'probability': 0.0038963707629591227}, {'value': ['scan'], 'probability': 0.0038770739920437336}]","[0.6417301, 0.56378824, 0.25427768, 0.34747928, 0.37607345]",0.5886491178601079,"[{'value': ['get', 'reader'], 'probability': 0.3161783516407013}, {'value': ['create', 'buffered', 'reader'], 'probability': 0.15302368998527527}, {'value': ['open', 'file'], 'probability': 0.13358335196971893}, {'value': ['read'], 'probability': 0.08265793323516846}, {'value': ['reader'], 'probability': 0.07604914158582687}, {'value': ['get', 'character', 'stream'], 'probability': 0.06584951281547546}, {'value': ['init', 'reader'], 'probability': 0.05248849093914032}, {'value': ['to', 'reader'], 'probability': 0.049265556037425995}, {'value': ['read', 'string'], 'probability': 0.03558828681707382}, {'value': ['get', 'buffered', 'reader'], 'probability': 0.03531571105122566}]","[0.81676847, 0.74860054, 0.47319978, 0.6417301, 1.0, 0.56353766, 0.77404374, 0.76987064, 0.47249037, 0.77679986]",0.7250164991432339
1508,1508,"public String readString() {return readString(null);}
","public String [MASK]() {return [MASK](null);}
",readString,"[{'value': ['name'], 'probability': 0.2202119082212448}, {'value': ['get'], 'probability': 0.05754539370536804}, {'value': ['next'], 'probability': 0.04795554652810097}, {'value': ['test'], 'probability': 0.0276850163936615}, {'value': ['value'], 'probability': 0.02732742577791214}]","[0.5472748, 0.5726487, 0.48554757, 0.38063776, 0.3197642]",0.1960307236326685,"[{'value': ['read', 'string'], 'probability': 0.9708093404769897}, {'value': ['read', 'string', 'array'], 'probability': 0.026060529053211212}, {'value': ['get', 'contents'], 'probability': 0.0017375516472384334}, {'value': ['test', 'read', 'string'], 'probability': 0.0005660533788613975}, {'value': ['get', 'alg', 'name'], 'probability': 0.00017427385319024324}, {'value': ['read', 'strings'], 'probability': 0.00015731302846688777}, {'value': ['file', 'contents'], 'probability': 0.0001523279643151909}, {'value': ['read', 'string', 'string', 'map'], 'probability': 0.00014512325287796557}, {'value': ['get', 'developer'], 'probability': 0.0001131327444454655}, {'value': ['read', 'exception'], 'probability': 8.444959530606866e-05}]","[0.7958906, 0.6796208, 0.65498424, 0.72156775, 0.5196289, 0.7937522, 0.5526333, 0.6391942, 0.44893283, 0.8789091]",0.7924332021506227
1509,1509,"public int readBytes(byte[] bytes, int offset, int size) {InputStream input = read();int position = 0;try {while (true) {int count = input.read(bytes, offset + position, size - position);if (count <= 0)break;position += count;}} catch (IOException ex) {throw new RuntimeException(""Error reading file: "" + this, ex);} finally {try {if (input != null)input.close();} catch (IOException ignored) {}}return position - offset;}
","public int [MASK](byte[] bytes, int offset, int size) {InputStream input = read();int position = 0;try {while (true) {int count = input.read(bytes, offset + position, size - position);if (count <= 0)break;position += count;}} catch (IOException ex) {throw new RuntimeException(""Error reading file: "" + this, ex);} finally {try {if (input != null)input.close();} catch (IOException ignored) {}}return position - offset;}
",readBytes,"[{'value': ['read'], 'probability': 0.9517147541046143}, {'value': ['write'], 'probability': 0.042234160006046295}, {'value': ['compare'], 'probability': 0.0010453772265464067}, {'value': ['scan'], 'probability': 0.0003027108032256365}, {'value': ['convert'], 'probability': 0.00029903551330789924}]","[0.99999994, 0.74154025, 0.49443805, 0.34538627, 0.31319585]",0.9837481101979751,"[{'value': ['read'], 'probability': 0.6660710573196411}, {'value': ['read', 'all'], 'probability': 0.16698339581489563}, {'value': ['read', 'fully'], 'probability': 0.06254614144563675}, {'value': ['read', 'bytes'], 'probability': 0.03934294730424881}, {'value': ['move'], 'probability': 0.014553935267031193}, {'value': ['skip', 'bytes'], 'probability': 0.011432080529630184}, {'value': ['fill'], 'probability': 0.010945498943328857}, {'value': ['write'], 'probability': 0.010589515790343285}, {'value': ['transfer'], 'probability': 0.010058206506073475}, {'value': ['read', 'string'], 'probability': 0.007477212697267532}]","[0.99999994, 0.8690984, 0.8293457, 0.7612516, 0.46430317, 0.39513543, 0.4043326, 0.74154025, 0.2514947, 0.7958906]",0.9250517360249458
1510,1510,"public OutputStream write(boolean append) {if (type == FileType.Classpath)throw new RuntimeException(""Cannot write to a classpath file: "" + file);parent().mkdirs();try {return new FileOutputStream(file(), append);} catch (FileNotFoundException ex) {if (file().isDirectory())throw new RuntimeException(""Cannot open a stream to a directory: "" + file + "" ("" + type + "")"", ex);throw new RuntimeException(""Error writing file: "" + file + "" ("" + type + "")"", ex);}}
","public OutputStream [MASK](boolean append) {if (type == FileType.Classpath)throw new RuntimeException(""Cannot [MASK] to a classpath file: "" + file);parent().mkdirs();try {return new FileOutputStream(file(), append);} catch (FileNotFoundException ex) {if (file().isDirectory())throw new RuntimeException(""Cannot open a stream to a directory: "" + file + "" ("" + type + "")"", ex);throw new RuntimeException(""Error writing file: "" + file + "" ("" + type + "")"", ex);}}
",write,"[{'value': ['read'], 'probability': 0.5479131937026978}, {'value': ['generate'], 'probability': 0.03962443768978119}, {'value': ['file'], 'probability': 0.03781019151210785}, {'value': ['create'], 'probability': 0.03141940385103226}, {'value': ['load'], 'probability': 0.029511606320738792}]","[0.74154025, 0.44039413, 0.51265156, 0.52939516, 0.36211276]",0.470453321686509,"[{'value': ['write'], 'probability': 0.8741187453269958}, {'value': ['write', 'data'], 'probability': 0.04256587475538254}, {'value': ['create', 'result'], 'probability': 0.026696527376770973}, {'value': ['save'], 'probability': 0.02165018767118454}, {'value': ['get', 'file', 'output', 'stream'], 'probability': 0.01120369415730238}, {'value': ['output'], 'probability': 0.006426387466490269}, {'value': ['store'], 'probability': 0.00498247379437089}, {'value': ['open', 'output', 'stream'], 'probability': 0.004719615448266268}, {'value': ['save', 'to', 'disk'], 'probability': 0.003860179800540209}, {'value': ['append', 'file'], 'probability': 0.003776351222768426}]","[1.0, 0.8013066, 0.5133813, 0.48002282, 0.5897073, 0.25704232, 0.3394317, 0.40048543, 0.60925436, 0.45763144]",0.9482452527423615
1511,1511,"public void write(InputStream input, boolean append) {OutputStream output = null;try {output = write(append);byte[] buffer = new byte[4096];while (true) {int length = input.read(buffer);if (length == -1)break;output.write(buffer, 0, length);}} catch (Exception ex) {throw new RuntimeException(""Error stream writing to file: "" + file + "" ("" + type + "")"", ex);} finally {try {if (input != null)input.close();} catch (Exception ignored) {}try {if (output != null)output.close();} catch (Exception ignored) {}}}
","public void [MASK](InputStream input, boolean append) {OutputStream output = null;try {output = [MASK](append);byte[] buffer = new byte[4096];while (true) {int length = input.read(buffer);if (length == -1)break;output.[MASK](buffer, 0, length);}} catch (Exception ex) {throw new RuntimeException(""Error stream writing to file: "" + file + "" ("" + type + "")"", ex);} finally {try {if (input != null)input.close();} catch (Exception ignored) {}try {if (output != null)output.close();} catch (Exception ignored) {}}}
",write,"[{'value': ['read'], 'probability': 0.6471325755119324}, {'value': ['write'], 'probability': 0.23714518547058105}, {'value': ['output'], 'probability': 0.01904013752937317}, {'value': ['run'], 'probability': 0.015221741981804371}, {'value': ['process'], 'probability': 0.010473049245774746}]","[0.74154025, 1.0, 0.25704232, 0.43416244, 0.35321146]",0.7322220700910615,"[{'value': ['run'], 'probability': 0.8270152807235718}, {'value': ['copy'], 'probability': 0.1188335120677948}, {'value': ['extract', 'bytes'], 'probability': 0.012534124776721}, {'value': ['dump', 'stream'], 'probability': 0.011955447494983673}, {'value': ['reduce'], 'probability': 0.011392518877983093}, {'value': ['rotate'], 'probability': 0.00745596457272768}, {'value': ['collect'], 'probability': 0.0045867012813687325}, {'value': ['consume'], 'probability': 0.002621621359139681}, {'value': ['copy', 'bytes'], 'probability': 0.001904901466332376}, {'value': ['build'], 'probability': 0.0016998478677123785}]","[0.43416244, 0.59803283, 0.28322002, 0.3079363, 0.3781457, 0.1930889, 0.5250464, 0.2743825, 0.4767695, 0.39291278]",0.4478080899661981
1512,1512,"public Writer writer(boolean append) {return writer(append, null);}
","public Writer [MASK](boolean append) {return [MASK](append, null);}
",writer,"[{'value': ['write'], 'probability': 0.3717937469482422}, {'value': ['create'], 'probability': 0.11325127631425858}, {'value': ['read'], 'probability': 0.031051186844706535}, {'value': ['generate'], 'probability': 0.027055755257606506}, {'value': ['accept'], 'probability': 0.02286655642092228}]","[0.49243614, 0.24330367, 0.46858814, 0.060714856, 0.1505857]",0.2302754098332678,"[{'value': ['append'], 'probability': 0.6800863742828369}, {'value': ['get', 'writer'], 'probability': 0.22501035034656525}, {'value': ['writer'], 'probability': 0.08013799786567688}, {'value': ['get', 'pdf', 'writer'], 'probability': 0.00462263124063611}, {'value': ['indent'], 'probability': 0.003476255340501666}, {'value': ['get', 'drl'], 'probability': 0.002048978814855218}, {'value': ['create', 'writer'], 'probability': 0.001262072124518454}, {'value': ['to', 'epl'], 'probability': 0.001256022835150361}, {'value': ['set', 'writer'], 'probability': 0.0011242982000112534}, {'value': ['write'], 'probability': 0.0009750174940563738}]","[-0.19858639, 0.8263828, 1.0, 0.7367325, -0.26740363, 0.12144933, 0.8323937, 0.16940232, 0.8403497, 0.49243614]",0.1364399613088561
1513,1513,"public void writeString(String string, boolean append) {writeString(string, append, null);}
","public void [MASK](String string, boolean append) {[MASK](string, append, null);}
",writeString,"[{'value': ['add'], 'probability': 0.10061172395944595}, {'value': ['string'], 'probability': 0.09985770285129547}, {'value': ['perform'], 'probability': 0.07801803946495056}, {'value': ['write'], 'probability': 0.056148696690797806}, {'value': ['start'], 'probability': 0.03664514794945717}]","[0.45824197, 0.34116226, 0.51392853, 1.0, 0.46386462]",0.1934149755665308,"[{'value': ['write', 'string'], 'probability': 0.9657373428344727}, {'value': ['write', 'string', 'to', 'file'], 'probability': 0.019827645272016525}, {'value': ['write', 'strings'], 'probability': 0.009519507177174091}, {'value': ['write', 'boolean'], 'probability': 0.002256824402138591}, {'value': ['write', 'string', 'list'], 'probability': 0.0007425160147249699}, {'value': ['write', 'string', 'array'], 'probability': 0.0005882361438125372}, {'value': ['write', 'bool'], 'probability': 0.0004857080930378288}, {'value': ['append', 'value'], 'probability': 0.0003007001942023635}, {'value': ['write', 'method'], 'probability': 0.00029993377393111587}, {'value': ['write', 'text'], 'probability': 0.00024150604440364987}]","[0.81972307, 0.82017446, 0.813136, 0.65870774, 0.77321035, 0.71196795, 0.58783346, 0.47086468, 0.79894567, 0.87014854]",0.8189963572660521
1514,1514,"public void writeString(String string, boolean append, String charset) {Writer writer = null;try {writer = writer(append, charset);writer.write(string);} catch (Exception ex) {throw new RuntimeException(""Error writing file: "" + file + "" ("" + type + "")"", ex);} finally {try {if (writer != null)writer.close();} catch (Exception ignored) {}}}
","public void [MASK](String string, boolean append, String charset) {Writer writer = null;try {writer = writer(append, charset);writer.write(string);} catch (Exception ex) {throw new RuntimeException(""Error writing file: "" + file + "" ("" + type + "")"", ex);} finally {try {if (writer != null)writer.close();} catch (Exception ignored) {}}}
",writeString,"[{'value': ['write'], 'probability': 0.9875641465187073}, {'value': ['read'], 'probability': 0.004789171274751425}, {'value': ['start'], 'probability': 0.0009676094050519168}, {'value': ['writer'], 'probability': 0.0008182396995835006}, {'value': ['output'], 'probability': 0.00024408480385318398}]","[1.0, 0.74154025, 0.46386462, 0.49243614, 0.25704232]",0.9920300204953674,"[{'value': ['write'], 'probability': 0.6408830881118774}, {'value': ['append', 'file'], 'probability': 0.33610549569129944}, {'value': ['save', 'text', 'file'], 'probability': 0.009545132517814636}, {'value': ['write', 'data'], 'probability': 0.006692847702652216}, {'value': ['store'], 'probability': 0.002724521793425083}, {'value': ['register', 'user'], 'probability': 0.00116455415263772}, {'value': ['write', 'output'], 'probability': 0.0011069606989622116}, {'value': ['process', 'event'], 'probability': 0.0006896860431879759}, {'value': ['handle', 'text'], 'probability': 0.0006331595359370112}, {'value': ['notify'], 'probability': 0.0004545696428976953}]","[1.0, 0.45763144, 0.6745975, 0.8013066, 0.3394317, 0.5175174, 0.7516718, 0.36274192, 0.65577674, 0.26144332]",0.8096414464424871
1515,1515,"public void writeBytes(byte[] bytes, boolean append) {OutputStream output = write(append);try {output.write(bytes);} catch (IOException ex) {throw new RuntimeException(""Error writing file: "" + file + "" ("" + type + "")"", ex);} finally {try {output.close();} catch (IOException ignored) {}}}
","public void [MASK](byte[] bytes, boolean append) {OutputStream output = write(append);try {output.write(bytes);} catch (IOException ex) {throw new RuntimeException(""Error writing file: "" + file + "" ("" + type + "")"", ex);} finally {try {output.close();} catch (IOException ignored) {}}}
",writeBytes,"[{'value': ['write'], 'probability': 0.9777472615242004}, {'value': ['read'], 'probability': 0.01955736055970192}, {'value': ['process'], 'probability': 0.0004899947671219707}, {'value': ['output'], 'probability': 0.00023270098608918488}, {'value': ['copy'], 'probability': 0.00019278365653008223}]","[1.0, 0.74154025, 0.35321146, 0.25704232, 0.59803283]",0.992598008350248,"[{'value': ['write'], 'probability': 0.9748988747596741}, {'value': ['append', 'file'], 'probability': 0.016514066606760025}, {'value': ['write', 'data'], 'probability': 0.005261808168143034}, {'value': ['store'], 'probability': 0.0012578674359247088}, {'value': ['write', 'output'], 'probability': 0.0008382976520806551}, {'value': ['save', 'text', 'file'], 'probability': 0.00043127674143761396}, {'value': ['process', 'event'], 'probability': 0.00031477020820602775}, {'value': ['handle', 'text'], 'probability': 0.00028911064146086574}, {'value': ['notify'], 'probability': 0.00010710334026953205}, {'value': ['save', 'to', 'file'], 'probability': 8.68754941620864e-05}]","[1.0, 0.45763144, 0.8013066, 0.3394317, 0.7516718, 0.6745975, 0.36274192, 0.65577674, 0.26144332, 0.6696992]",0.9884105297384995
1516,1516,"public FileDescriptor[] list() {if (type == FileType.Classpath)throw new RuntimeException(""Cannot list a classpath directory: "" + file);String[] relativePaths = file().list();if (relativePaths == null)return new FileDescriptor[0];FileDescriptor[] handles = new FileDescriptor[relativePaths.length];for (int i = 0, n = relativePaths.length; i < n; i++) handles[i] = child(relativePaths[i]);return handles;}
","public FileDescriptor[] [MASK]() {if (type == FileType.Classpath)throw new RuntimeException(""Cannot [MASK] a classpath directory: "" + file);String[] relativePaths = file().[MASK]();if (relativePaths == null)return new FileDescriptor[0];FileDescriptor[] handles = new FileDescriptor[relativePaths.length];for (int i = 0, n = relativePaths.length; i < n; i++) handles[i] = child(relativePaths[i]);return handles;}
",list,"[{'value': ['files'], 'probability': 0.22405001521110535}, {'value': ['file'], 'probability': 0.11739151179790497}, {'value': ['types'], 'probability': 0.06839815527200699}, {'value': ['properties'], 'probability': 0.03180788457393646}, {'value': ['labels'], 'probability': 0.031075885519385338}]","[0.49137753, 0.5099259, 0.49069968, 0.32702234, 0.49832204]",0.2294047565966236,"[{'value': ['get', 'class', 'names'], 'probability': 0.29717642068862915}, {'value': ['list'], 'probability': 0.2690439820289612}, {'value': ['get', 'classpath', 'entries'], 'probability': 0.09370925277471542}, {'value': ['sha'], 'probability': 0.08720497041940689}, {'value': ['get', 'instances'], 'probability': 0.06923995167016983}, {'value': ['list', 'content'], 'probability': 0.05078264698386192}, {'value': ['get', 'class', 'path', 'entries'], 'probability': 0.04157490283250809}, {'value': ['get', 'sources'], 'probability': 0.03145390376448631}, {'value': ['get', 'class', 'path'], 'probability': 0.031065966933965683}, {'value': ['get', 'applications'], 'probability': 0.028747932985424995}]","[0.69176567, 1.0, 0.5782856, 0.00572397, 0.5464664, 0.8306606, 0.6174933, 0.57745326, 0.5039489, 0.5431094]",0.6844350647488331
1517,1517,"public boolean isDirectory() {if (type == FileType.Classpath)return false;return file().isDirectory();}
","public boolean [MASK]() {if (type == FileType.Classpath)return false;return file().[MASK]();}
",isDirectory,"[{'value': ['file'], 'probability': 0.1876968890428543}, {'value': ['exists'], 'probability': 0.085433728992939}, {'value': ['is'], 'probability': 0.05276430770754814}, {'value': ['type'], 'probability': 0.0346231535077095}, {'value': ['value'], 'probability': 0.03158978000283241}]","[0.36613718, 0.65599275, 0.99999994, 0.58839804, 0.53464335]",0.2147924816255164,"[{'value': ['is', 'directory'], 'probability': 0.9727585911750793}, {'value': ['is', 'dir'], 'probability': 0.018754471093416214}, {'value': ['accept'], 'probability': 0.002778558060526848}, {'value': ['can', 'process'], 'probability': 0.0020202412270009518}, {'value': ['is', 'root'], 'probability': 0.0011467697331681848}, {'value': ['has', 'children'], 'probability': 0.000680372235365212}, {'value': ['is', 'valid'], 'probability': 0.0006224493263289332}, {'value': ['add', 'class', 'path'], 'probability': 0.0004673709045164287}, {'value': ['directory', 'exists'], 'probability': 0.0004004953952971846}, {'value': ['is', 'collection'], 'probability': 0.0003706224379129708}]","[0.81587607, 0.7456981, 0.4456851, 0.7586843, 0.87290835, 0.75191313, 0.833872, 0.666654, 0.5412914, 0.86349875]",0.813286757281092
1518,1518,"public FileDescriptor child(String name) {if (file.getPath().length() == 0)return new FileDescriptor(new File(name), type);return new FileDescriptor(new File(file, name), type);}
","public FileDescriptor [MASK](String name) {if (file.getPath().length() == 0)return new FileDescriptor(new File(name), type);return new FileDescriptor(new File(file, name), type);}
",child,"[{'value': ['create'], 'probability': 0.16510160267353058}, {'value': ['get'], 'probability': 0.13448676466941833}, {'value': ['resolve'], 'probability': 0.0759529247879982}, {'value': ['evaluate'], 'probability': 0.05571199208498001}, {'value': ['file'], 'probability': 0.03823172673583031}]","[0.4066022, 0.5693379, 0.29375294, 0.25041312, 0.2968891]",0.1913120796800319,"[{'value': ['get'], 'probability': 0.4609522521495819}, {'value': ['get', 'file', 'descriptor'], 'probability': 0.33569931983947754}, {'value': ['root'], 'probability': 0.041060760617256165}, {'value': ['create'], 'probability': 0.04075062647461891}, {'value': ['get', 'file'], 'probability': 0.03380866348743439}, {'value': ['get', 'instance'], 'probability': 0.02131110429763794}, {'value': ['create', 'socket'], 'probability': 0.019992265850305557}, {'value': ['dir'], 'probability': 0.017356567084789276}, {'value': ['get', 'factory'], 'probability': 0.015048700384795666}, {'value': ['features'], 'probability': 0.014019763097167015}]","[0.5693379, 0.39167967, 0.23890102, 0.4066022, 0.5151785, 0.63263494, 0.18013172, -0.10440852, 0.5394421, 0.35122398]",0.46603363103779055
